place,name,address,latitude,longitude,ranking
ChIJATfkZzUDdkgRxrR4grhKUSo,The Running Horse,"The Running Horse 7, Piazza Walk, London E1 8FU, United Kingdom",51.5136419,-0.0696469,4.3
ChIJATpFzLALdkgRGjeENfTEr_A,Harts Boatyard Surbiton,"Portsmouth Rd, Surbiton KT6 4ES, United Kingdom",51.3970577,-0.311647,4.2
ChIJAUfeHpobdkgR0PQGb1dQGxI,The WB Yeats,"20 Fonthill Rd, Finsbury Park, London N4 3HU, United Kingdom",51.56640059999999,-0.1115613,4.5
ChIJAVSPpcyb2EcRzxiIZTfeSwc,Green Man Pub,"Mulberry Grn, Old Harlow, Harlow CM17 0ET, United Kingdom",51.78311679999999,0.1400116,4.1
ChIJAVe5rYMGdkgRBli5xdTNoF8,Manor Arms,"13 Mitcham Ln, London SW16 6LQ, United Kingdom",51.428192,-0.1322265,4.3
ChIJAVmJqxIcdkgR6wIqK2GotHY,No.8 Seven Sisters,"618 Seven Sisters Rd, London N15 6JH, United Kingdom",51.5783924,-0.0819574,3.5
ChIJAWQQ-00bdkgRzibDsBR7YxY,The One Tun Pub & Rooms,"125 Saffron Hill, London EC1N 8QS, United Kingdom",51.5197678,-0.1063714,4.3
ChIJAX_1Ww4PdkgR3L-cz0pUpDc,Coat & Badge,"8 Lacy Rd, London SW15 1NL, United Kingdom",51.4644684,-0.2165039,4.1
ChIJAYRh7uAadkgRwXtsG_hjTg8,Spread Eagle,"141 Albert St, London NW1 7NB, United Kingdom",51.5376184,-0.144839,4.3
ChIJAYddTtgFdkgRTOj2cRJluPw,The Rose & Crown,"140 Tooting Bec Rd, London SW17 8BH, United Kingdom",51.43300929999999,-0.1543019,4.5
ChIJAZ4eopUDdkgRHJ-GH5jufNA,Great Exhibition,"193 Crystal Palace Rd, London SE22 9EP, United Kingdom",51.4549117,-0.0717232999999999,4.4
ChIJAZoLBaccdkgRA1kpVFjN_OM,The Eagle,"2 Shepherdess Walk, London N1 7LB, United Kingdom",51.52857479999999,-0.0916485,4.5
ChIJA_5dBs0cdkgRt1uKYqCDro8,Good Samaritan,"87 Turner St, London E1 2AE, United Kingdom",51.517353,-0.0611391,4.4
ChIJA_CNO9UadkgRlpdaxeqAol0,The Finery,"23 Great Castle St, London W1G 0JA, United Kingdom",51.5159475,-0.1429478,4.1
ChIJAaJot94cdkgRDAw6oL0hjYI,The Approach Tavern,"47 Approach Rd, Bethnal Green, London E2 9LY, United Kingdom",51.5313264,-0.0517133,4.4
ChIJAab_ou0LdkgRo0xMNLi8x-s,Fuller's Pub & Rooms,"3 Windsor Rd, Kingston upon Thames KT2 5HA, United Kingdom",51.4186008,-0.3013913,5.0
ChIJAbIZIdsbdkgR9OzwjPwox-M,The Barrel Vault - JD Wetherspoon,"Unit 23, St Pancras International, London N1C 4QP, United Kingdom",51.5325134,-0.1262881,4.1
ChIJAbXmq7cRdkgRa9kw9tOyzzo,The White Horse,"4 Wembley Park Blvd, Wembley Park, Wembley HA9 0HP, United Kingdom",51.55827,-0.2806439,4.4
ChIJAcFsMVuZ2EcRF3ltZKKxC6M,The Poplar Kitten,"Tawneys Rd, Harlow CM18 6PN, United Kingdom",51.7571569,0.111793,4.0
ChIJAcRyp7AEdkgRrA4dWJL3_ro,The White Hart,"29 Cornwall Rd, Greater, London SE1 8TJ, United Kingdom",51.5047705,-0.1106104,4.3
ChIJAcms1N4EdkgRFIKe6so6Nns,Buckingham Arms,"62 Petty France, London SW1H 9EU, United Kingdom",51.4992039,-0.1368433,4.4
ChIJAcou8ckPdkgResg7Vg7lLkk,The Dartmouth Castle,"26 Glenthorne Rd, London W6 0LS, United Kingdom",51.4946271,-0.227296,4.4
ChIJAdP84EsSdkgRI3P7NBT2Nfw,The Black Horse,"Harrow Rd, Wembley, Greater London HA0 2QP, United Kingdom",51.5605187,-0.3293289,4.3
ChIJAdlfArMPdkgR29JrMMPeqkA,The Bridge,"204 Castelnau, London SW13 9DW, United Kingdom",51.4860223,-0.2324193,4.4
ChIJAeC9HCQ_dkgRn1noPLoCopI,Waterend Barn - JD Wetherspoon,"St Peter's St, St Albans AL1 3LE, United Kingdom",51.7527546,-0.337244,4.1
ChIJAeHeu90CdkgRiEamlFTwxW0,"The Moby Dick, Greenland Dock","Greenland Dock, 6 Russell Pl, London SE16 7PL, United Kingdom",51.495456,-0.039584,4.0
ChIJAeOTn2sBdkgR7tqtKbqR7tc,Anerley Arms,"2 Ridsdale Rd, London SE20 8AB, United Kingdom",51.41271589999999,-0.0659389,4.4
ChIJAefDjOuu2EcRqA8ZZXbIyqA,Danson Stables,"51 Danson Rd, Bexleyheath DA6 8HL, United Kingdom",51.457952,0.1176135,3.7
ChIJAf6NnV8QdkgRx9uRd9vsJjY,McGoverns London,"147 Cricklewood Broadway, London NW2 3HY, United Kingdom",51.5559616,-0.2145823,3.4
ChIJAfrz4lYxcEERCMgjl3xkNDI,The Culpeper,"40 Commercial St, London E1 6LP, United Kingdom",51.5169127,-0.0730263999999999,4.3
ChIJAfwgTSY_dkgRhhlOd0bNqAw,Blacksmiths Arms,"Blacksmiths Arms, 56 St Peter's St, St Albans AL1 3HG, United Kingdom",51.7546651,-0.3357146,4.1
ChIJAx6Hbk3BdkgRUijkhfjxxQI,The Green Man,"36 Riding House St, Greater, London W1W 7EP, United Kingdom",51.5189639,-0.1395464,4.2
ChIJAzwi0y0ZdkgRlTTY-7D-a6c,Queens Head Winchmore Hill,"41 Station Rd, London N21 3NB, United Kingdom",51.6332774,-0.0998255,4.3
ChIJB-2vaMWo2EcRLaFr59Kj6i4,The Rose Inn,"2 Waverley Rd, London SE18 7TN, United Kingdom",51.486206,0.0789733,4.4
ChIJB-TbJXkQdkgRSD_hBfkF3zM,Alice House West Hampstead,"283-285 W End Ln, London NW6 1RD, United Kingdom",51.55093859999999,-0.1916827,4.2
ChIJB0NJMJ8DdkgR42KiC24xB8o,Prince Albert,"111 Bellenden Rd, London SE15 4QY, United Kingdom",51.4682152,-0.0723671,4.3
ChIJB1A6AacWdkgRwEhnv5sGn0Q,The Three Wishes,"122-126 High St, Edgware HA8 7EL, United Kingdom",51.61216,-0.2806649,4.1
ChIJB1G0pIUCdkgRaEsL2_7kzjM,The Mitre,"291 Greenwich High Rd, Greater, London SE10 8NA, United Kingdom",51.4800947,-0.0096949999999999,4.1
ChIJB1L1zCwbdkgRlyFvvuv3HzI,The Toucan,"19 Carlisle St, London W1D 3BY, United Kingdom",51.5151622,-0.1331688,4.5
ChIJB1Xl3fUQdkgRzdcC6PeOou0,Barretts Free House,"239 Cricklewood Broadway, London NW2 3HP, United Kingdom",51.5582514,-0.2174163,4.6
ChIJB2t3uDcOdkgRMl0KpnXrRpU,The Raven W6,"375 Goldhawk Rd, London W6 0SA, United Kingdom",51.495138,-0.2446111,4.5
ChIJB3aZwOEadkgRiRVaE4k0EHg,Simmons Bar | Camden Town,"7-9 Kentish Town Rd, London NW1 8NH, United Kingdom",51.5396323,-0.1424714,4.7
ChIJB3oAyvCb2EcRkBpMa3siCvI,The Greyhound,"12 School Ln, Harlow CM20 2QD, United Kingdom",51.7781488,0.101565,4.2
ChIJB4t1_sUbdkgRE399MUOEiDU,Maynard Arms,"70 Park Rd, London N8 8SX, United Kingdom",51.5817448,-0.1262871,4.4
ChIJB5ZCHo8OdkgR_7it4RUGhoQ,The Pig & Whistle,"86 Sheen Ln, London SW14 8LP, United Kingdom",51.4650431,-0.2668589,4.4
ChIJB6cH5EWZ2EcRShRSOw130AI,The Red Lion,"109 Porter Street, Potter Street, Harlow CM17 9AH, United Kingdom",51.75831110000001,0.1328381,3.8
ChIJB7K1f2cbdkgRRdHXSVorebM,Camden Head,"2 Camden Walk, London N1 8DY, United Kingdom",51.5356436,-0.1028812,4.4
ChIJB7Sl_LwcdkgRlwsA2v6gH_o,Howl At The Moon,"178 Hoxton St, London N1 5LH, United Kingdom",51.5331024,-0.079914,4.5
ChIJB7rEkQKc2EcRqj-JMq-mxYg,The Hare,"100 Hare St Springs, Harlow CM19 4AS, United Kingdom",51.7685994,0.0849878999999999,4.3
ChIJB9cPfeQPdkgRSd-oA-sUBm0,The Ladbroke Arms,"54 Ladbroke Rd, London W11 3NW, United Kingdom",51.5090505,-0.20286,4.6
ChIJB9gHieMWdkgRTv7UX0KtSes,The Rising Sun Mill Hill,"137 Marsh Ln, Highwood Hill, London NW7 4EY, United Kingdom",51.62714,-0.241716,4.5
ChIJBSbk1aYEdkgRjvssJliSuuA,"The Ship, Southwark","68 Borough Rd, London SE1 1DX, United Kingdom",51.4994099,-0.0966757999999999,4.3
ChIJBShrVZAXdkgRr7JRLaDW_0Y,Black Horse,"92 Wood St, Barnet EN5 4BW, United Kingdom",51.6531329,-0.2066907,4.2
ChIJBTWmaJUBdkgRA68Cm6jXERY,BridgeBar,"2-4 High St, Beckenham BR3 1AZ, United Kingdom",51.4107652,-0.0250555,3.8
ChIJBTWmaJUBdkgRgD9wvxNx5A0,O'Neill's Beckenham,"9 High St, Beckenham BR3 1AZ, United Kingdom",51.4104922,-0.0247117,4.2
ChIJBU8AUhMCdkgRp8wXAYh5_ko,The Watch House - JD Wetherspoon,"Lewisham High St, London SE13 6JP, United Kingdom",51.4599416,-0.0116564,3.9
ChIJBUDtIZcEdkgR0k-Xw7rA8wM,The King's Arms,"98 Kennington Ln, London SE11 4XD, United Kingdom",51.4899557,-0.1081588,4.5
ChIJBUg5z_WX2EcRT0lhsGYK7dM,The Green Man Pub & Courtyard Restaurant,"The Green Man School Road, Ongar CM5 9SD, United Kingdom",51.7001021,0.1918007,4.5
ChIJBX12880EdkgRrQII7vdod5Y,The Bear And Staff,"10-12 Bear St, Greater, London WC2H 7AX, United Kingdom",51.5108367,-0.1286071,4.3
ChIJBXKAoocFdkgRQxgnX1wM-B0,The Waterfront,"baltimore house, Juniper Dr, London SW18 1TS, United Kingdom",51.463985,-0.1851336,4.2
ChIJBXhTITYadkgRoI8F11cLYkY,The Highgate Inn,"385 Archway Rd, London N6 4ER, United Kingdom",51.5782825,-0.1488339,4.2
ChIJBXj0DS0FdkgRvVuUJdtZ5nw,The Barley Mow Pub Mayfair,"82 Duke St, London W1K 6JG, United Kingdom",51.512897,-0.150984,4.1
ChIJBZUZtAsQdkgRa7KGnn2AUYE,The Carlton Tavern,"33 Carlton Vale, London NW6 5EU, United Kingdom",51.5320666,-0.191489,4.6
ChIJBZy_ImUbdkgR_T-de2w_Y4g,Library Islington,"235 Upper St, London N1 1RU, United Kingdom",51.5447064,-0.1036737,4.0
ChIJBZy_ImUbdkgRikjoTsqS6zY,Famous Cock Tavern,"259 Upper St, London N1 1RU, United Kingdom",51.5460311,-0.1034609,4.1
ChIJB_93N-oEdkgRDfeFzZ925CU,Tamesis Dock,"Albert Embankment, London SE1 7TY, United Kingdom",51.49195959999999,-0.122168,4.3
ChIJBa1Ewi4bdkgRqajYhxE_KEE,Marlborough Arms,"36 Torrington Pl, London WC1E 7LY, United Kingdom",51.5218957,-0.1337026,4.1
ChIJBb5fV8gadkgRLINMO9W-oy8,Sir John Balcombe Marylebone,"21 Balcombe St, London NW1 6HE, United Kingdom",51.5234146,-0.1618573,4.3
ChIJBbqOwpEXdkgRzRaGXvFgOJQ,The Butchers Arms,"148 High St, Hadley, Barnet EN5 5XP, United Kingdom",51.6555307,-0.201681,4.2
ChIJBbrwgk0EdkgRwcTBlRfokPw,The Belle Vue,"1 Clapham Common South Side, London SW4 7AA, United Kingdom",51.4618401,-0.1375883,4.2
ChIJBd2HMkoddkgRzoWLCiVVXTM,The Angel of Bow,"171 Devons Rd, Bow, London E3 3QX, United Kingdom",51.5195759,-0.0207122,4.6
ChIJBdFvQhMJdkgRgEPS2X2kgPA,Bar Malden,"1-3, St. George's Square, New Malden KT3 4HG, United Kingdom",51.40356449999999,-0.256304,4.1
ChIJBdJ1rZgDdkgRD1UhE2S44xo,The Montpelier,"43 Choumert Rd, London SE15 4AR, United Kingdom",51.4676913,-0.0703178,4.3
ChIJBdx9CkYDdkgRQwXMMehcAb4,Anchor Tap,"20A Horselydown Ln, London SE1 2LN, United Kingdom",51.5036014,-0.075947,4.5
ChIJBeJgcvQbdkgR-bC9Nl8Z6Z4,The Salisbury Hotel (Harringay),"Grand Parade, Green Lanes, Harringay Ladder, London N4 1JX, United Kingdom",51.5822813,-0.0994704,4.4
ChIJBeexnpU_dkgRhrnnjCllvDM,The Gate,"Station Rd, Bricket Wood, St Albans AL2 3PW, United Kingdom",51.7069097,-0.356775,4.4
ChIJBfY4qrMhdkgRH3TJYFsSz6U,Plough,"57 Flamstead End Rd, Cheshunt, Waltham Cross EN8 0JB, United Kingdom",51.7121418,-0.0504125,4.3
ChIJBf_YyTEbdkgRCPQI4f4DNxM,Marylebone Live,"126 Crawford St, London W1U 6BF, United Kingdom",51.5200561,-0.1572426,4.0
ChIJBfvu3D-n2EcR-qx3Qpkk6so,The George - JD Wetherspoon,"155-159 High St., London E11 2RL, United Kingdom",51.5760112,0.0281655,4.2
ChIJBwvv1euo2EcR9UUYr8ANFl4,Anglesea Arms,"91 Woolwich New Rd, London SE18 6EF, United Kingdom",51.4887188,0.0671295,4.0
ChIJByJFkyQadkgRgB36hRD4HAY,The Clissold Arms,"105 Fortis Green, Muswell Hill, London N2 9HR, United Kingdom",51.5906317,-0.1553932,4.2
ChIJByRwS_QddkgRniyqEKqpBrY,Lord Raglan E17,"199 Shernhall St, London E17 9HX, United Kingdom",51.5809077,-0.0034422,4.2
ChIJByuBlC8ddkgRwHUpHHVv5z4,Cherry,"359 Mile End Rd, Bow, London E3 4QS, United Kingdom",51.5244954,-0.0367991,3.9
ChIJC0JkK6qg2EcRSM5HtmDQIMU,Royal Oak Pub & Guesthouse,"320 Hale End Rd, Walthamstow, Woodford Green IG8 9LN, United Kingdom",51.60418629999999,0.0029282,4.4
ChIJC0QsCrcIdkgRnlt8Slc-tS8,Hand & Racquet,"25-27 Wimbledon Hill Rd, London SW19 7NE, United Kingdom",51.4218217,-0.2078729,4.2
ChIJC0QsCrcIdkgRotDLmPbOU7c,The Alexandra,"33 Wimbledon Hill Rd, London SW19 7NE, United Kingdom",51.42203130000001,-0.2080914,4.4
ChIJC4BYQoUGdkgRkseYaSWoy-s,The Rabbit Hole,"151-153 Greyhound Ln, London SW16 5NJ, United Kingdom",51.4217597,-0.1298031,4.4
ChIJC4EPYeoLdkgR9UhVcbFzS5g,Wheelwrights Arms,"60 Clarence St, Kingston upon Thames KT1 1NP, United Kingdom",51.4105556,-0.3016667,4.0
ChIJC6FBLpEMdkgROYMvO4swEd8,The Sussex Arms,"15 Staines Rd, Twickenham TW2 5BG, United Kingdom",51.4440026,-0.3457095,4.5
ChIJCQqp3kIbdkgRF2bEzBDH1gM,The Islington Town House,"13 Liverpool Rd, London N1 0RW, United Kingdom",51.5337287,-0.1071819,4.3
ChIJCSdOu8YLdkgRWGLTyr-H2jc,Spring Grove,"13 Bloomfield Rd, Kingston upon Thames KT1 2SF, United Kingdom",51.4033896,-0.2995267,4.4
ChIJCSfiFhMddkgRD_s9VCDuINs,The Lord Napier Star,"25 White Post Ln, London E9 5ER, United Kingdom",51.5431308,-0.0252919,4.4
ChIJCSlfQQcEdkgRt0h398Pjtm0,The Rosendale,"65 Rosendale Rd, Norwood, London SE21 8EZ, United Kingdom",51.4357693,-0.0940618,4.3
ChIJCUKtirYLdkgRO2j6G_i4H6A,The Antelope,"87 Maple Rd, Surbiton KT6 4AW, United Kingdom",51.3951688,-0.3076417,4.6
ChIJCWoG6xYFdkgRYHHExJHfJuc,Rose & Crown - Lower Sloane,"90-92 Lower Sloane St, London SW1W 8BU, United Kingdom",51.4901002,-0.1569367,4.2
ChIJCY1GePQPdkgRbQt4Y2r0Ats,Tap East,"7, International Square, London E20 1EE, United Kingdom",51.544202,-0.0090892,4.3
ChIJCYSSV1UVdkgRh3YwpGC_hBk,The Badger,"120 The Gossamers, Watford WD25 9AD, United Kingdom",51.68170929999999,-0.3794095,4.3
ChIJCbcB9rUjdkgRyxtRzsjhlFk,The Crown,"45 Newgate St Village, Newgate Street, Hertford SG13 8RA, United Kingdom",51.7291562,-0.1175701,4.4
ChIJCc4DWamh2EcRMy2TCxOucz0,The Hollybush,"140 High Rd, Loughton IG10 4BE, United Kingdom",51.64573009999999,0.0532430999999999,4.1
ChIJCcNkzYgGdkgR8dPjET2qYIc,The Railway,"2 Greyhound Ln, London SW16 5SD, United Kingdom",51.4183667,-0.1347294,4.4
ChIJCcW0EWkbdkgRRBNWHz3Znqs,The Albion,"10 Thornhill Rd, London N1 1HW, United Kingdom",51.5393701,-0.1095973,4.0
ChIJCd8UxUsOdkgRCwD0RfpCfe4,Old Ship,"25 Upper Mall, London W6 9TD, United Kingdom",51.49033009999999,-0.239971,4.2
ChIJCdBF89yi2EcR7LiRK89W5bE,The Rabbits Pub and Restaurant,"Stapleford Rd, Stapleford Abbotts, Romford RM4 1RP, United Kingdom",51.64835979999999,0.16869,4.4
ChIJCdNe_swPdkgRsRrCUS-JiTs,O'Donoghue’s,"174 Goldhawk Rd, London W12 8HJ, United Kingdom",51.5011551,-0.2332627,4.1
ChIJCdrvH8cNdkgRgz0aY5GRGY0,"The Griffin, Brentford","Brook Rd S, Brentford TW8 0NP, United Kingdom",51.4870949,-0.3029717,4.6
ChIJCfYDlWgFdkgRe6ewfzZEOG8,The Hunter's Moon,"86 Fulham Rd., South Kensington, London SW3 6HR, United Kingdom",51.4900382,-0.174855,4.6
ChIJCw8uqNcadkgR474EaoZxjP4,The Albany,"240 Great Portland St, Greater, London W1W 5QU, United Kingdom",51.52336630000001,-0.1439399,4.4
ChIJCwcandUadkgRUYnpaTZg5LA,The George,"The George, 55 Great Portland St, London W1W 7LQ, United Kingdom",51.5176485,-0.1418426,4.6
ChIJCxaK0M6m2EcRi6w9WNQmp28,Unicorn,"225 Clayhall Ave, Ilford IG5 0NY, United Kingdom",51.5919092,0.0627335,4.3
ChIJCyq5RSsFdkgRqMS5jf0nui0,Duke Of York,"8 Dering St, London W1S 1AF, United Kingdom",51.5142226,-0.1458712,4.1
ChIJCzIRuocBdkgRoh-EoLBMH7A,The Bell,"59 Bell Grn, London SE26 5SJ, United Kingdom",51.4290309,-0.0369517,4.1
ChIJCzUKUrMWdkgRPSKKp4h9Y40,The New Inn Edgware,"19 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5LD, United Kingdom",51.5991594,-0.2660666,4.3
ChIJD-A_ePEddkgRzRPECZzZ6nc,The Wild Card Brewery Barrel Store,"Ravenswood Industrial Estate, Shernhall St, London E17 9HQ, United Kingdom",51.5839627,-0.0087315999999999,4.6
ChIJD0X_qW-n2EcRXN3ALWOfSSk,O'Neill's Leytonstone,"762 High Rd Leytonstone, Greater, Bushwood, London E11 3AW, United Kingdom",51.570559,0.0152271,4.3
ChIJD13KHsYcdkgRXSibBg3jSn0,The Kings Arms,"11A Buckfast St, London E2 6EY, United Kingdom",51.52569159999999,-0.0657793,4.6
ChIJD1Gn3l4DdkgRegPqeV0DghE,The Roebuck,"50 Great Dover St, London SE1 4YG, United Kingdom",51.4981242,-0.0906486,4.3
ChIJD28AQOIbdkgRNl5L6adM7E8,The Nag's Head,"203 High Rd, London N22 6DR, United Kingdom",51.59697490000001,-0.1099142,3.9
ChIJD2KaKbig2EcRPWtiT7M8M-Q,Rose & Crown,"31 Mill Ln, Woodford, Woodford Green IG8 0UG, United Kingdom",51.6099156,0.0211309,4.2
ChIJD2fxYp-h2EcRiBbPpeRaXEw,The Black Deer,"8, 10 Poundfield Rd, Loughton IG10 3JN, United Kingdom",51.6447855,0.0707772,4.4
ChIJD3iO3VscdkgRlMjXo7NZwzs,Royal Sovereign,"The Royal Sovereign, 64 Northwold Rd, London E5 8RL, United Kingdom",51.5627158,-0.0631946,4.5
ChIJD4vccT0ZdkgRgWI7HphyBbs,The Woodman N13,"128 Bourne Hill, London N13 4BD, United Kingdom",51.62870119999999,-0.1173373,4.2
ChIJD6NI-L4IdkgRLlrC-MHxjls,Leather Bottle,"277 Kingston Rd, London SW19 3NW, United Kingdom",51.4111814,-0.2091291,4.2
ChIJD6rxt5ocdkgRhKmX1kf8Ndg,The Hunter S,"194 Southgate Rd, London N1 3HT, United Kingdom",51.5459038,-0.0834618999999999,4.3
ChIJD7PHdYoadkgRk9GCF5iTGIs,Freemasons Arms Hampstead,"32 Downshire Hill, Greater, Hampstead Heath, London NW3 1NT, United Kingdom",51.5569716,-0.1689129,4.1
ChIJD7e8YA4PdkgRji582HK03bc,The Jolly Gardeners,"61-63 Lacy Rd, Greater, London SW15 1NT, United Kingdom",51.46461610000001,-0.2185907,4.3
ChIJD7jeSWcbdkgRwyRdbn_qKIQ,The Old Queens Head,"44 Essex Rd, London N1 8LN, United Kingdom",51.5372262,-0.1004059,4.3
ChIJD7xaY7QFdkgRJDGa8QHlIqA,The Rookery,"69 Clapham Common South Side, London SW4 9DA, United Kingdom",51.4562094,-0.1438852,4.1
ChIJD8vwiq8cdkgRHZnmnq4pq4M,The Princess of Shoreditch,"76-78 Paul St, London EC2A 4QB, United Kingdom",51.5253816,-0.0837651,4.2
ChIJDQ8yt-oPdkgR4BVcKHC-z8I,The Cumberland Arms,"29 North End Rd, London W14 8SZ, United Kingdom",51.49437,-0.2103378,4.4
ChIJDQRrDu4TdkgRDkIvVC3ELiM,Frosty's Bar,"Kenton Rd, Harrow HA3 9DW, United Kingdom",51.5872658,-0.300077,4.7
ChIJDQrKgME8dkgRF3lrFsQX7gs,Cock o’ the North,"Great North Rd., Bell Bar, Brookmans Park, Hatfield AL9 6NA, United Kingdom",51.7325802,-0.1861367,4.2
ChIJDQxe9bcCdkgR-JRPgVrpeDY,The Henry Addington,"22-28 Mackenzie Walk, London E14 4PH, United Kingdom",51.5043274,-0.0224745,4.1
ChIJDRaQMVYDdkgRU-mYSkd2cNU,Anchor Bankside,"34 Park St, London SE1 9EF, United Kingdom",51.50724349999999,-0.0928307999999999,4.2
ChIJDSmZvh0bdkgRbM_-HTO09RM,Old Eagle Pub,"251 Royal College St, London NW1 9LU, United Kingdom",51.5427573,-0.1394201,4.5
ChIJDT1MNRWq2EcRCIF-jEsCZ8Q,The Red Lion,"The Red Lion, 10 North Rd, Bromley BR1 3LG, United Kingdom",51.4099777,0.0216527,4.5
ChIJDTVQ1B8bdkgR2XUYioK7fmo,BrewDog Camden,"113 Bayham St, London NW1 0ND, United Kingdom",51.5383794,-0.1409692,4.5
ChIJDTogvDIOdkgRgPf0tYhJpJ0,"The Crown & Sceptre, Shepherd's Bush","57 Melina Rd, London W12 9HY, United Kingdom",51.5034658,-0.2363589,4.6
ChIJDUNZKTMFdkgRq1ybzxudQwE,The Three Tuns,"1 Portman Mews S, London W1H 6HP, United Kingdom",51.5145561,-0.155998,4.4
ChIJDWWUsjogdkgRrneDbVHdcnk,Coach & Horses,"36 Crossbrook St, Cheshunt, Waltham Cross EN8 8JQ, United Kingdom",51.6939846,-0.0344656,4.6
ChIJDXHHSiMBdkgReXGrgjeQlmA,The Jolly Sailor,"64 High St, London SE25 6EB, United Kingdom",51.3993522,-0.0745735,4.1
ChIJDXkh1sMBdkgRQXsUQMSDoBo,The Chancery,"90 Bromley Rd, Beckenham BR3 5NP, United Kingdom",51.4069262,-0.0174692,4.3
ChIJDYdpRTIKdkgRa-60Uw4TNRU,Royal Oak Surbiton,"261 Ewell Rd, Surbiton KT6 7AA, United Kingdom",51.38524169999999,-0.2948944,4.3
ChIJDYprz22q2EcRXO-g1HNKBdc,"The Partridge, Bromley","194 High St, Bromley BR1 1HE, United Kingdom",51.4055911,0.0139281,4.3
ChIJDZPR4SgDdkgR2_djyaGslOM,Prospect of Whitby,"57 Wapping Wall, London E1W 3SH, United Kingdom",51.5071016,-0.0511159,4.4
ChIJDZpf4jIbdkgRwcRg_F9d6Xs,The Old Crown Public House,"33 New Oxford St, London WC1A 1BH, United Kingdom",51.5170517,-0.1250194,4.1
ChIJDZzeZNUadkgRF7DQbCDKMlg,The Cock Tavern,"27 Great Portland St, London W1W 8QE, United Kingdom",51.5167665,-0.141371,4.1
ChIJD_JK9DQbdkgRfRhIaTjoh4M,Princess Louise,"208 High Holborn, London WC1V 7EP, United Kingdom",51.5173267,-0.1215879,4.4
ChIJD_OpPDAfdkgRnNaRbw8GRUk,The Stag,"35 Little Park Gardens, Enfield EN2 6PH, United Kingdom",51.6528818,-0.0864635,3.6
ChIJD_xotNAIdkgRrfqSyTQ8X5M,Hand in Hand,"6 Crooked Billet, Wimbledon Common, London SW19 4RQ, United Kingdom",51.4216224,-0.2272287,4.6
ChIJDaPBtLcLdkgRffZiUU_RuHI,The Grove,"9 Grove Rd, Surbiton KT6 4BX, United Kingdom",51.3965719,-0.3063831,4.5
ChIJDchXhaUEdkgRCRwclHX0rF8,The Charlotte,"204 Union St, London SE1 0LX, United Kingdom",51.5037768,-0.1017893,4.2
ChIJDdU6f2ICdkgRr933i7yFxLc,The George & Dragon,"2 Blackheath Hill, London SE10 8DE, United Kingdom",51.4728977,-0.0152131,4.3
ChIJDwFTvlQRdkgRenoGlGsbaWo,Jameson's Bar,"South Parade, Mollison Way, Edgware HA8 5QL, United Kingdom",51.59769,-0.2788183,4.3
ChIJDxHD91oDdkgRwdbij5Su05Q,The Horseshoe Inn,"26 Melior St, London SE1 3QP, United Kingdom",51.50247539999999,-0.0840413,4.2
ChIJDxKcoT8gdkgRkS8aXKtbIQo,Maltsters,"177 Windmill Ln, Cheshunt, Waltham Cross EN8 9AW, United Kingdom",51.7030853,-0.0260647,4.2
ChIJDxcooSoddkgRzLO2887dbbw,The Peacock,"145 Aylward St, Stepney Green, London E1 0QW, United Kingdom",51.5160456,-0.0467384,4.7
ChIJE0o_wSADdkgRQ8yLNCgPC7Y,Leadbelly's Bar & Kitchen,"Montreal House, Deal Porter Square, London SE16 7AQ, United Kingdom",51.4982446,-0.0487064,4.0
ChIJE10grywFdkgRyJA5r-wOlXQ,Spread Eagle,"8 Woodstock St, London W1C 2AD, United Kingdom",51.5143777,-0.1473983,4.3
ChIJE19hgXcQdkgR9l--CD4wotQ,The Railway,"100 W End Ln, London NW6 2LU, United Kingdom",51.5463008,-0.1908957,4.2
ChIJE1Dkp5sPdkgRUM6Aip6Sh6E,The Fulham Mitre,"81 Dawes Rd, London SW6 7DU, United Kingdom",51.4799883,-0.2025689,4.4
ChIJE2PTqduo2EcRsx-lsFJQhFs,The Star,"158 Plumstead Common Rd, London SE18 2UL, United Kingdom",51.4808675,0.0790066,4.4
ChIJE3EZJ1IbdkgRZr-0eD072K0,The Three Compasses,"66 Cowcross St, London EC1M 6BP, United Kingdom",51.5200718,-0.1038982,4.1
ChIJE3R88IgNdkgRBA0t7seOQl8,O'Briens,"137 Uxbridge Rd, London W13 9AU, United Kingdom",51.5114092,-0.3154925000000001,4.6
ChIJE3Xg7PwPdkgRFMwql4bIyXA,The Sun In Splendour,"7 Portobello Rd, London W11 3DA, United Kingdom",51.5109669,-0.1978302,4.4
ChIJE492HwkIdkgRFDywDW0w3NI,Old Bank Sutton,"2 High St, Sutton SM1 1HN, United Kingdom",51.35984879999999,-0.1913384,4.1
ChIJE4KboHKp2EcR_V9fjkEcvgY,The Rising Sun,"189-191 Eltham High St, London SE9 1TS, United Kingdom",51.4508834,0.0585345,4.1
ChIJE4khhTYRdkgRDvgovynoRpM,Chandos Arms,"31 Colindale Ave, London NW9 5DS, United Kingdom",51.59321449999999,-0.2553203,4.3
ChIJE53zJ-sEdkgRAxTwPhD8mdU,The Jolly Gardeners,"49-51 Black Prince Rd, London SE11 6AB, United Kingdom",51.4913619,-0.1182274,4.6
