pub_identity,detail_name,address,category,detail_latitude,detail_longitude,extra,place,ranking,website,url,color,scenic,sport,garden,music,roast,brunch,late,quiz,pool,dart,entertain,history,favourite,cocktail,beer,wine,outdoor,restaurant,nofeature,private,dj,comedy,karaoke,timeout,hours,monday,tuesday,wednesday,thursday,friday,saturday,sunday,station_name
2187101a-c4ba-4e73-abba-01f094808673,The Grenadier,"18 Wilton Row, SW1X 7NR",Bar,51.50144912719085,-0.1548891887068748,"Tiny former officers"" mess with grenadier-themed decor and unique pewter bar, serving ales and food.",ChIJvRUdGzsFdkgRjMb8HOnGdb0,4.6,https://www.grenadierbelgravia.com/,https://maps.google.com/?cid=13652036549959534220,#808000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Hyde Park Corner
390c3f91-bd96-45a4-88da-a47c537cfe89,Guinea Grill,"30 Bruton Pl, W1J 6NL",Bar,51.511088940398245,-0.1450022310018539,Long-running seasonal British restaurant specialising in grass-fed Scotch beef steaks.,ChIJ5S5HvysFdkgRGwylZ3xn1W8,4.5,https://www.theguinea.co.uk/,https://maps.google.com/?cid=8058460892261846043,#808000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,,,,Green Park
97db9cac-552f-4b75-a212-3f93f8345106,The Audley Public House,"41-43 Mount St, W1K 2RX",Bar,51.50968002259398,-0.1516075059771537,Traditional neighbourhood pub open 7 days a week & set in a restored Victorian building.,ChIJtxsqpbgEdkgR-yuLYxlwYHw,4.1,https://theaudleypublichouse.com/,https://maps.google.com/?cid=8962286512813845499,#808000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,,,,,,,,Bond Street
bedb5f88-f233-497d-8e1c-f8e553a47d67,"The Victoria, Paddington","10A Strathearn Pl, W2 2NH",Bar,51.51350561706712,-0.1711899787187576,"Plush 19th-century pub with decorated wallpaper and wood panelling, serving pints and comfort food.",ChIJRamCokwFdkgRiotnAZdJF3U,4.6,https://www.victoriapaddington.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=P092&y_source=1_MTIyMzcwOTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://maps.google.com/?cid=8437293339814366090,#808000,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,,43d1dbe7-fa75-4cd5-98f5-05501b25b393,,,,,,Lancaster Gate
e08ad1f3-3943-46cd-bdf5-ce9fdcdef72f,Pergola Paddington,"5 Kingdom St, W2 6PY",Bar,51.51927261408815,-0.1833588257431984,"Expansive, bright spot with forest decor & 4 restaurants serving burgers, kebabs, sushi & dumplings.",ChIJtacq96sadkgRXjA-cD32_E4,4.0,https://www.pergolapaddington.com/,https://maps.google.com/?cid=5691694772826026078,#808000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Warwick Avenue
8e99b0f2-e61c-4fd6-9e01-f53da76b5f81,Prince Alfred,"5A Formosa St, W9 1EE",Bar,51.5244091143768,-0.18497284501791,"Victorian pub with carved mahogany, etched glass, skylit dining room and a vaulted cellar for hire.",ChIJ1VvRi6gadkgRpKdyKQUo8-8,4.4,https://www.theprincealfred.com/,https://maps.google.com/?cid=17290207397040793508,#808000,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Warwick Avenue
78295944-cac8-4b2c-b9cb-0a439fef22b2,The Carlton Tavern,"33 Carlton Vale, NW6 5EU",Bar,51.5321161156196,-0.1914959773421287,"Rebuilt traditional pub with open-air seating offering burgers, Sunday roasts & other hearty fare.",ChIJBZUZtAsQdkgRa7KGnn2AUYE,4.6,http://carltontavern.co.uk/,https://maps.google.com/?cid=9318370381025161835,#808000,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,73087b75-59e3-4971-9032-5bbb96f1d891,52634199-9f59-4c5d-8245-a4a53f1abfac,,,8bae9755-60cf-4918-af63-ef8f08628e11,,,Kilburn Park
4db0af7c-e9ca-4475-9d0f-0d7ca82d31e8,Queens Arms,"1 Kilburn High Rd, NW6 5SE",Bar,51.53508789244134,-0.1899506896734237,"Large venue offering Mediterranean mezze and British pub dishes, plus regular live entertainment.",ChIJF_9RxAoQdkgRUJ3sTS5gDsE,4.3,http://queensarmskilburn.co.uk/,https://maps.google.com/?cid=13911162050986155344,#808000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,bbdc174f-d5ad-405e-86c5-d8bc22bef9c6,3f20a208-8621-4abf-8f39-d07ccabd022d,Kilburn High Road
ff1be3fe-9942-441e-a9e3-f329d0b65eb2,The Clifton NW8,"96 Clifton Hill, NW8 0JT",Bar,51.53591730243184,-0.1851820573210716,"Pub with several bars, a conservatory and a beer garden, housed in a former Georgian hunting lodge.",ChIJHzZ71aEadkgRKajagbND7h8,4.5,http://www.thecliftonnw8.com/,https://maps.google.com/?cid=2300850897889699881,#808000,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2ec7d47c-5c21-471e-9021-27e7f4c38135,,,,,,,Maida Vale
0252299e-ca2a-4dad-941f-c48bd96d99b6,Alice House West Hampstead,"283-285 W End Ln, NW6 1RD",Bar,51.55093874841378,-0.1916827261447906,"Modern-rustic setting for locally sourced food including brunches, plus cocktails and craft beers.",ChIJB-TbJXkQdkgRSD_hBfkF3zM,4.2,http://alicehouse.co.uk/west-hampstead,https://maps.google.com/?cid=3737712782844444488,#808000,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,53f0c70-2ee4-4a93-9c4b-c7ff0bf8d90a,,,,,,West Hampstead Thameslink
c9cb2f10-838b-400b-aaa9-a2a2a4defe64,The Montpelier,"43 Choumert Rd, SE15 4AR",Bar,51.46769131694371,-0.0703181326389312,"Popular pub with thoughtfully sourced bistro meals & Sunday roasts, plus quiz nights & live jazz.",ChIJBdJ1rZgDdkgRD1UhE2S44xo,4.3,http://www.themontpelier.net/,https://maps.google.com/?cid=1937595004656637199,#808000,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,4cf9c3b1-6c1f-4536-9f0c-44d5f5e7db02,,,,b380a6be-d0fd-4ce7-8b93-3df4ff621f49,Peckham Rye
0b938518-efd3-47e3-bdc8-5c276cf701ef,Prince Albert,"111 Bellenden Rd, SE15 4QY",Bar,51.4682153492516,-0.0723673403263092,"Traditional real ale pub with exposed beams offering darts and a pool table, plus live sport on TV.",ChIJB0NJMJ8DdkgR42KiC24xB8o,4.2,,https://maps.google.com/?cid=14557658669209772771,#808000,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,,,,7aa29189-1ac2-4fc0-bc5d-9236b465e442,,,Peckham Rye
b22a8a03-1b58-4aba-b2c8-1098315cfeda,The Victoria Inn,"77 Choumert Rd, SE15 4AR",Restaurant,51.46734397774506,-0.0722382590174675,"Trendy pub offering relaxed rooms with free Wi-Fi, plus dining, outdoor seating & a kids"" playroom.",ChIJde4XzJgDdkgR3GLJLRGoy8g,4.3,https://www.victoriainnpeckham.com/,https://maps.google.com/?cid=14468843019593933532,#808000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Peckham Rye
9b2e6647-660e-43d8-9e27-a5f06b0ddb54,The Sun of Camberwell,"61-63 Coldharbour Ln, SE5 9NS",Bar,51.470132642151945,-0.0948509573936462,"Hip pub with old-meets-new decor, open fire and quirky garden, serving British food and craft beers.",ChIJ-V-3dX8EdkgRjEGsqtdqOe8,4.2,http://www.suncamberwell.com/,https://maps.google.com/?cid=17237926523251212684,#808000,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,4fd3639a-1d77-46d3-ab4b-4e04d00cf925,,,,,,Denmark Hill
12a39cf2-449c-4e3e-b7ca-40622cf386aa,Crown & Anchor,"246 Brixton Rd, SW9 6FA",Bar,51.4713533601932,-0.1128241047263145,Brick-walled pub with infuser beer tap to increase the hops in their selection of interesting beers.,ChIJcxYevmEEdkgRHqb7wK10g1k,4.4,http://www.crownandanchorbrixton.co.uk/,https://maps.google.com/?cid=6450127380940563998,#808000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,cc8ba32d-ca19-4d60-9f68-b01f3beac62f,,,,,,Brixton
740a2044-a117-4a58-96a4-6861ab0fc8aa,The Effra Hall Tavern,"38A Kellett Rd, SW2 1EB",Bar,51.45990698456217,-0.1131325587630271,"Warm tavern offering classic British cuisine, beers & cocktails plus an intimate garden area.",ChIJoScX4WgEdkgRBpZkNUQQxdM,4.5,https://www.instagram.com/effrahalltavern/,https://maps.google.com/?cid=15259620797554398726,#808000,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,3a1e7600-ada3-426e-b65f-fc998138ed2f,96e03893-4457-48c4-b318-0b798d586610,,121c61cf-d888-4660-9632-82b16e914373,433f9592-4ebc-4cef-bd7f-4fe0d9437ecc,Brixton
b6547495-27e9-4562-9b13-89d0be8007c0,Brixton Brewery Tap Room,"Arch 548 Brixton Station Rd, SW9 8PF",Bar,51.46351200133843,-0.1093392446637153,"Laid-back taproom & brewery featuring guided tours & tastings, plus cans & merchandise to go.",ChIJf0IolGUEdkgRrY3jv--HqEI,4.7,http://brixtonbrewery.com/taproom,https://maps.google.com/?cid=4803238466376928685,#808000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Brixton
f203b61c-9fbe-4ec0-ad8f-aed1da80d216,Barrio - Brixton,"30 Acre Ln, SW2 5SG",Bar,51.46076596445364,-0.118420198559761,"Vibrant destination serving tapas-style food & cocktails, plus late night club with DJs.",ChIJNx7vk0IEdkgRc7UEHYoIzsU,4.7,https://barriobars.com/venue/brixton?utm_medium=organic&utm_source=gbp&utm_campaign=homepage,https://maps.google.com/?cid=14253339259959555443,#808000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,fb000b11-9ace-44e3-bcd2-bbe38cb415d1,0,Brixton
5e775625-fe5c-49b8-9648-d9f7929eb241,The Duke of Edinburgh,"204 Ferndale Rd, SW9 8AG",Bar,51.463275964798925,-0.1199889555573463,"Quirky modern pub with feature lighting, purple pool table and an expansive, leafy beer garden.",ChIJG6XAJ10EdkgRvIN4bJSzIbM,4.2,http://dukeofedinburghpub.com/,https://maps.google.com/?cid=12907795457076921276,#808000,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,1c69c6b8-ab85-4baa-add6-1352008591f0,Brixton
13177ee7-67ff-42b4-8bd1-4c1f7a91598f,Hope & Anchor,"123 Acre Ln, SW2 5UA",Bar,51.45962852287358,-0.1266753673553466,"DJ bar with late weekend licence, flea-market furniture and garden twinkling with fairy lights.",ChIJXfsWY0QEdkgRpuATOYzfRyU,4.1,https://www.hopeandanchorbrixton.co.uk/,https://maps.google.com/?cid=2686361496095809702,#808000,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0c0cba6c-5021-4bb1-ae69-c82b54f0836e,,83c72e4-7887-4760-b127-dfe5f209e406,,,,,Clapham North
5e4874a1-4ac4-426d-92da-51c761d527cb,Tropix,"10 Clapham High St, SW4 7UT",Bar,51.46496746339659,-0.1304069906473159,"Cool tropical-themed cocktail bar offering bottomless brunch, plus tapas, tacos, burgers & steaks.",ChIJlcLPUukFdkgRDpTFJXxzQrY,4.3,https://tropixlondon.com/,https://maps.google.com/?cid=13133186440412632078,#808000,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,59b88d89-593a-4101-8dd5-9d21ec340731,Clapham North
eef15e99-0ec1-4296-85b6-530d218819d5,The Falcon,"33 Bedford Rd, SW4 7SQ",Bar,51.46431180103089,-0.1291557401418686,"Modern pub with brick walls and red velvet banquettes, plus a huge garden with heated/covered areas.",ChIJ91DnDVkEdkgRWKCf40NtvTo,4.2,https://www.thefalconclapham.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,https://maps.google.com/?cid=4232659363147259992,#808000,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3d5d7e6d-fcb8-47ba-98db-e0e2c8ecbf74,,,640ac0e0-eb50-406e-9dcb-3e9866ac2e1e,3a5825c5-349d-4c5c-9b53-5890173188cd,dd5a8ada-b05b-4e5c-9d4b-380033df1bd5,0,Clapham North
d39aa0b0-e9c3-4146-9925-ca1c517d068a,The Landor,"70 Landor Rd, SW9 9PH",Bar,51.46572755206707,-0.1260976865887642,"Convivial local pub serving creative gastropub dishes, with leather sofas and a beer garden.",ChIJWy5VslsEdkgRh0RoprXzddk,4.2,http://thelandorpub.com/,https://maps.google.com/?cid=15669698440011990151,#808000,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,,,,ace3c460-9257-4394-9a26-f1cb4c0d368a,Clapham North
938453ab-ad1f-4e95-9b52-7ee678665e4d,The Phoenix,"348 Clapham Rd, SW9 9AR",Bar,51.46877822300554,-0.1270730048418045,"Bright pub with stripped wooden floors and beer garden, for traditional British food and real ales.",ChIJY_4H-VkEdkgRT3Lu0LMrE5w,4.2,http://www.phoenixclapham.com/,https://maps.google.com/?cid=11246380745778688591,#808000,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,87d86570-a526-4efa-a9ac-f36ed78d0adc,548b2b5f-e5ea-44de-aba3-c6c25a7595e3,,,,Clapham North
c3268e1a-374b-4713-9326-f524d2f4ca87,Canton Arms,"177 S Lambeth Rd, SW8 1XP",Restaurant,51.47717058839235,-0.1230104640126228,"Local boozer turned gastropub, with a dining room serving an upscale British menu.",ChIJ1a-_IfQEdkgRVPpNfKKZAEQ,4.2,http://www.cantonarms.com/,https://maps.google.com/?cid=4900085317728336468,#808000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,Stockwell
665a7faf-e518-4918-bdce-acb10e79dcf0,The Cavendish Arms,"128 Hartington Rd, SW8 2HJ",Bar,51.47653326887525,-0.1276872307062149,"Local pub adorned with vintage knick-knacks, hosting regular musicians, comedians and performers.",ChIJSUulbPcEdkgR_HsA9NjuBfk,4.5,http://www.thecavendisharmsstockwell.co.uk/,https://maps.google.com/?cid=17944010905901628412,#808000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,92aa80d8-e839-470c-992f-3c63de4747f8,056c8cf9-ad6d-4b42-b46c-3bd61af158f2,6c0bc60c-2175-46f0-b136-4f5597a5f58e,1a088a37-4cae-446c-ae73-df10ed7481b8,6f6cc1c1-4232-454b-97b3-2f00f604bd00,a8409960-ac27-4055-8b52-a7d5a06ec30b,d53b9767-f131-4c3f-9ec1-83d16b348184,Nine Elms
c5ec367b-daee-471d-9d22-052771185713,"Nolan""s","33 Wilcox Rd, SW8 2XA",Bar,51.47958050282592,-0.1259448006749153,Karaoke,ChIJU1uiH_EEdkgRT7Xo9Novmbw,4.5,,https://maps.google.com/?cid=13589945968025449807,#808000,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Nine Elms
bea4c452-ce54-41a3-beaf-8ca6e2d133a8,The Riverside,"5 Saint George Wharf, Hamilton House, SW8 2LE",Bar,51.48563343911166,-0.1270361244678497,Thames-side pub with a marble-and-wood bar and year-round outdoor terraces seating up to 200.,ChIJFQZLUu4EdkgR4qDiHN-Cy7Y,4.0,https://www.riversidelondon.co.uk/,https://maps.google.com/?cid=13171765429949079778,#808000,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Vauxhall
8cd0994d-4c08-473a-bf11-94b08d3082c6,Tamesis Dock,"Albert Embankment, SE1 7TY",Restaurant,51.49195966305192,-0.1221682503819465,"Brightly painted barge floating on the Thames, with views of Parliament, outdoor space and a bar.",ChIJB_93N-oEdkgRDfeFzZ925CU,4.3,http://www.tdock.co.uk/,https://maps.google.com/?cid=2730437702813349645,#808000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Vauxhall
33a2aa89-d62a-4962-9655-e21e1ddb2348,"Mother Kelly""s","76 Albert Embankment, SE11 5AW",Bar,51.487884867935136,-0.1224659755825996,Taproom with outdoor seating,ChIJy7mDGuwEdkgRmus24meXJAw,4.4,http://motherkellys.co.uk/,https://maps.google.com/?cid=874990700049394586,#808000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,,,,,,,Vauxhall
013c54a0-e7d1-4da6-bce1-995d7be626c9,The Black Dog,"112 Vauxhall Walk, SE11 5ER",Bar,51.48870970984984,-0.1208667084574699,"Local pub with a rustic vibe, an open kitchen and a dramatic stained-glass arch behind the bar.",ChIJs9x0eOwEdkgRD1LEhbiA3WM,4.3,https://www.theblackdogvauxhall.co.uk/,https://maps.google.com/?cid=7196049309614494223,#808000,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Vauxhall
04738700-75a2-4d5c-864d-de41c81995db,The Rose,"35 Albert Embankment, SE1 7TL",Bar,51.48977670037461,-0.1226191967725753,"Victorian pub with vintage furnishings and modern circular bar, plus views of Houses of Parliament.",ChIJ74DN5esEdkgRRSK4pftLyH4,4.2,https://www.therosepub.co.uk/,https://maps.google.com/?cid=9135635388310233669,#808000,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,449aa555-1504-4558-a7e1-aba28a6721ec,,,,,9a91c6c1-3783-4278-a5c6-ec90437cb315,Vauxhall
d0f180bb-334a-4c66-8027-ffa9879ff465,The Island Queen,"87 Noel Rd, N1 8HD",Bar,51.53316728209862,-0.098438411951065,"High-ceilinged gastropub with dark wood interior featuring etched glass, framed mirrors and plants.",ChIJ1Xw8i14bdkgRsRNbZoPuRfw,4.3,https://www.theislandqueenislington.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,https://maps.google.com/?cid=18178197719076246449,#808000,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,Angel
f62b6c54-6847-47f8-8112-f6269578125f,Camden Head,"2 Camden Walk, N1 8DY",Bar,51.53564368431168,-0.1028814911842346,"Off-street pub with a large terrace, typical British menu and traditional Victorian interior.",ChIJB7K1f2cbdkgRRdHXSVorebM,4.3,https://www.greeneking.co.uk/pubs/greater-london/camden-head?utm_source=g_places&utm_medium=locations&utm_campaign=HT_pubpage,https://maps.google.com/?cid=12932415471757021509,#808000,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6138d24f-f0eb-4337-a77b-e58f957173c2,6ad25104-36b6-4038-affb-2ca10894e572,990c0668-5349-4ec2-b01c-b1bdaa4281f1,39ffa87d-c5b5-4557-95b9-10401152727e,986f59c8-3329-4c11-9d78-a5708a27fbfe,a72fc0ca-bb8b-43ad-8657-0012dc2128b2,9ab67f46-658e-4030-b936-fff72f509482,Angel
76282d16-e2c6-40c8-96d1-92b81da07619,The Raven Tower Bridge,"218 Tower Bridge Rd, SE1 2UP",Bar,51.5032686042471,-0.0766508281230926,"Classic pub offering a big beer list, hearty grub, free pool, darts & regular live entertainment.",ChIJRV43YZADdkgRVzyZ-ikt8Ik,4.5,https://www.theraventowerbridge.co.uk/,https://maps.google.com/?cid=9939494035927940183,#808000,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,2c400154-de77-4e19-8303-e7d9c4798cde,,,d2cc343-247c-4daa-95cc-4c6f53f96cef,Tower Hill
139bde09-27ac-4b94-a94e-9a030fffa1a8,The Liberty Bounds,"15 Tower Hill, EC3N 4AA",Bar,51.50973281606403,-0.0785461440682411,"Traditional pub with fake library on the staircase, TV sport and regular food and drink deals.",ChIJhxV-gk4DdkgRjzZn_iJTdJk,4.2,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-liberty-bounds-tower-of-london,https://maps.google.com/?cid=11057554394863580815,#808000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Fenchurch Street
4a8884c1-3f3e-4ad8-ad30-15d90ed08b3d,"Cococure Aldgate Restaurant, Lounge & Club","5 Aldgate, EC3N 1BJ",Bar,51.513422990625685,-0.0756879150867462,"Cool Afro-fusion venue offering cocktails, street food & sharing plates, plus regular live music.",ChIJWcZluU0DdkgR04oxd9LtlfE,3.9,https://cococure.com/,https://maps.google.com/?cid=17408081422869170899,#808000,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Aldgate
c2d548eb-fa0d-4685-ad65-298a326e7095,Queen of Hoxton,"1 Curtain Rd, EC2A 3JX",Bar,51.52211317744654,-0.0811418518424034,"Bar and club hosting dance DJs, live music and installations on 3 levels, with roof garden barbecue.",ChIJuRFCz7EcdkgRJhtzI4Y11Tg,3.9,http://www.queenofhoxton.com/,https://maps.google.com/?cid=4095238286399970086,#808000,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Shoreditch High Street
6ce3e404-091d-4e74-82cc-4649ed2c567e,Ballie Ballerson London,"97-113 Curtain Rd, EC2A 3BS",Bar,51.52568511795503,-0.0804478302597999,Guests frolic in pits filled with plastic balls at this nightspot serving retro cocktails.,ChIJN7DLn7ocdkgRAHNTfGExeWY,4.5,http://www.ballieballerson.com/,https://maps.google.com/?cid=7383987358818071296,#808000,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8c485103-7e51-4a2e-ba7b-00c6b7456474,1326e686-ec14-4737-aa8e-6d98c6070def,7808b791-ed18-42b4-be9e-b111d3263266,ea1c2906-2221-4897-a161-b83aded8bf1e,f3d76237-c336-4514-9b14-19a794949303,71d1d74e-9373-4079-9a79-28b0b9d75222,d5f649c1-a638-4ad3-aac9-a03888e76c38,Shoreditch High Street
88b8f8e1-ab4c-4659-8c59-79fb38e29086,Alcotraz London: Cell Block Two-One-Two,"127 Hackney Rd, E2 8GY",Bar,51.5301382300321,-0.0744276121258735,"Theatrical cocktail bar where guests wear orange jumpsuits, drink in jail cells & smuggle liquor.",ChIJd0Gm6bccdkgRIZZqh6H_6VM,4.8,https://www.alcotraz.co.uk/locations/london/?utm_source=google&utm_medium=gmb&utm_campaign=yext,https://maps.google.com/?cid=6046645043948328481,#808000,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,a86e3205-291a-4ae7-b0d6-dd733208dd78,9c805e79-f93b-4613-8362-27a0a6a6ecac,96c59f6f-31c9-4ce4-80aa-4c71ec4b3382,fae8e8eb-499d-42b6-a21c-c8b7738a72b1,22d3bcce-1ea5-471a-b5bf-f6331e2e14a5,c05c47d5-a18f-4714-b685-ee2e81792707,0150843d-c725-45b1-9be8-3d2d20de1afa,Hoxton
2f149ce3-29c5-4f29-b3cc-de9f72f917b3,Howl At The Moon,"178 Hoxton St, N1 5LH",Bar,51.53310241915548,-0.0799140706658363,"Fashionably updated Victorian pub with wood floors, big windows and rotating list of unusual beers.",ChIJB7Sl_LwcdkgRlwsA2v6gH_o,4.5,http://www.hoxtonpub.com/,https://maps.google.com/?cid=18023301250199587735,#808000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Hoxton
b47419d0-3ac1-4cce-b89c-d8ff486c24eb,A Bar with Shapes for a Name,"232 Kingsland Rd, E2 8AX",Bar,51.53567350709824,-0.0767292827367782,Cocktail bar,ChIJrx4282IddkgRTeHNjFC_CEA,4.6,,https://maps.google.com/?cid=4614148170921664845,#808000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Haggerston
70584e25-7556-4d3d-9c74-331460dde1e8,Duke of Wellington,"260 Haggerston Rd, E8 4EP",Bar,51.54013586021341,-0.0745509937405586,Outdoor seating,ChIJtwvIa5QcdkgR6yOSMDFZKFc,4.4,,https://maps.google.com/?cid=6280367748171310059,#808000,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Haggerston
ad5b38ca-7444-4e94-8f17-93dd1826bec2,OTHERWORLD VR | Hackney,"336 Acton Mews, E8 4EA",Bar,51.537089754135735,-0.0757801160216331,Virtual reality experience,ChIJp0hOTk4ddkgRqiFEK4TVoqg,4.6,https://www.other.world/london?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-website&utm_content=hackney,https://maps.google.com/?cid=12151509508237304234,#808000,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6d4df9a3-445b-4fe0-b8f9-4c70a606ae3f,07a45d1b-bb06-4e45-bb51-cabf39606feb,a21b368a-951c-4841-a198-04f855fa8fb2,3a9a3177-e923-40f3-acbb-7293335f995d,b76ef29d-e965-4b6e-b3ed-4afd502da4b3,6bb5c143-a7c1-4040-b0aa-a5fdfba81853,88a8b249-137d-491c-88f8-98fe66e908fe,Haggerston
ef30367b-bbd4-429a-83d8-6af834e2f668,Toconoco,"28 Hertford Rd, N1 5QT",Other,51.53835059609919,-0.078316144645214,"Japanese snacks, meals & teas offered in a colourful, canal-side cafe with a play room for kids.",ChIJSbA7WZYcdkgRM8xb-cWQMt8,4.6,https://www.toconoco.com/,https://maps.google.com/?cid=16083076399259962419,#808000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,,,,Haggerston
88849456-c4ff-4c5a-8ba2-13e503983bcc,The Talbot,"109 Mortimer Rd, N1 4JY",Bar,51.54274950569612,-0.0791744515299797,"Gastropub with European beer menu, streetside tables and a bookable upstairs room with terrace.",ChIJ2fyqH5EcdkgRpnNYfwx4wiE,4.3,http://thetalbotn1.com/,https://maps.google.com/?cid=2432638743804933030,#808000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,e4c91f8a-bddb-46c5-bde5-dc23dfb1b792,,,,,,,Dalston Junction
97f2905d-f074-44a7-a26e-011599793af5,Three Sheets Dalston,"510b Kingsland Rd, E8 4AB",Bar,51.543952015789095,-0.0758639350533485,"Compact bar with an intimate vibe offering classic & modern cocktails, plus weekly specials.",ChIJ1TU305McdkgRca2LGIqPjlQ,4.8,http://www.threesheets-bar.com/,https://maps.google.com/?cid=6092965169158925681,#808000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,40b070bd-fa25-4c4d-973c-6b23551d2c53,a188d406-26fc-464e-b9d7-c407610048c0,,,,,,Dalston Junction
